EQUIPO,JORNADA,RIVAL,RESULTADO,LOCAL,CUARTO,TITULAR,JUGADOR,MIN,PTS,T2,T2%,T3,T3%,TL,TL%,RO,RD,RT,ASI,PER,REC,TAP,TR,MAT,FP,FR,+/-,VAL
UNI,1,SBB,86,1,1,1,0 T. Pérez,4:54,0,0/1,0%,0/1,0%,0/0,0%,1,2,3,0,0,0,0,0,0,1,0,-4,0
UNI,1,SBB,86,1,1,1,2 O. Balcerowski,4:54,2,0/1,0%,0/0,0%,2/2,100%,0,0,0,0,0,0,0,0,0,1,1,-4,1
UNI,1,SBB,86,1,1,,4 T. Kalinoski,4:36,3,0/0,0%,1/1,100%,0/0,0%,0,0,0,1,1,0,0,0,0,0,0,2,3
UNI,1,SBB,86,1,1,,7 J. Barreiro,6:06,2,1/1,100%,0/0,0%,0/1,0%,0,0,0,0,0,1,0,0,0,0,2,-2,4
UNI,1,SBB,86,1,1,,9 A. Díaz,5:06,2,1/1,100%,0/0,0%,0/0,0%,0,0,0,0,0,0,0,0,0,0,1,1,3
UNI,1,SBB,86,1,1,,13 X. Castañeda,1:36,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,0,0,0,0,0,0,0,0,-4,0
UNI,1,SBB,86,1,1,1,14 N. Djedovic,3:51,0,0/0,0%,0/1,0%,0/0,0%,0,1,1,0,2,0,0,0,0,0,0,-1,-2
UNI,1,SBB,86,1,1,,19 E. Sulejmanovic,1:33,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,0,1,0,0,0,0,1,0,-4,-2
UNI,1,SBB,86,1,1,1,27 C. Duarte,3:51,2,1/1,100%,0/0,0%,0/0,0%,0,0,0,1,0,0,0,0,0,0,0,-1,3
UNI,1,SBB,86,1,1,,33 K. Tillie,3:33,0,0/0,0%,0/1,0%,0/0,0%,0,1,1,2,1,1,0,0,0,0,0,5,2
UNI,1,SBB,86,1,1,,45 D. Kravish,5:06,2,1/2,50%,0/0,0%,0/0,0%,0,1,1,1,1,0,0,0,1,0,0,1,2
UNI,1,SBB,86,1,1,1,55 K. Perry,4:54,2,1/1,100%,0/0,0%,0/0,0%,0,0,0,1,0,1,0,0,0,1,0,-4,3
UNI,1,SBB,86,1,1,,Equipo,,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
UNI,1,SBB,86,1,2,1,0 T. Pérez,4:26,4,2/2,100%,0/0,0%,0/0,0%,0,0,0,0,0,0,0,0,1,0,0,8,4
UNI,1,SBB,86,1,2,1,2 O. Balcerowski,3:41,6,1/2,50%,1/1,100%,1/1,100%,0,3,3,0,0,0,0,1,0,1,2,8,8
UNI,1,SBB,86,1,2,,4 T. Kalinoski,5:50,0,0/2,0%,0/0,0%,0/0,0%,1,0,1,0,0,0,0,0,0,1,0,9,-2
UNI,1,SBB,86,1,2,,7 J. Barreiro,1:09,2,0/0,0%,0/1,0%,2/2,100%,0,0,0,0,0,0,0,0,0,0,1,2,2
UNI,1,SBB,86,1,2,,9 A. Díaz,3:50,3,0/0,0%,1/1,100%,0/0,0%,0,0,0,1,0,0,0,0,0,0,0,8,4
UNI,1,SBB,86,1,2,,13 X. Castañeda,4:04,0,0/0,0%,0/1,0%,0/0,0%,0,0,0,2,0,0,0,0,0,0,0,7,1
UNI,1,SBB,86,1,2,1,14 N. Djedovic,5:56,5,1/3,33%,1/1,100%,0/0,0%,0,0,0,0,0,1,0,0,0,1,0,8,3
UNI,1,SBB,86,1,2,,19 E. Sulejmanovic,3:15,2,1/1,100%,0/0,0%,0/0,0%,0,2,2,0,0,0,0,0,0,1,0,4,3
UNI,1,SBB,86,1,2,1,27 C. Duarte,5:14,3,0/0,0%,1/1,100%,0/0,0%,0,1,1,1,1,0,0,0,0,0,0,8,4
UNI,1,SBB,86,1,2,,33 K. Tillie,2:19,0,0/0,0%,0/0,0%,0/0,0%,0,1,1,0,0,0,0,0,0,0,0,3,1
UNI,1,SBB,86,1,2,,45 D. Kravish,6:19,3,0/0,0%,1/1,100%,0/0,0%,1,2,3,2,0,0,0,0,0,1,0,7,7
UNI,1,SBB,86,1,2,1,55 K. Perry,3:57,3,0/1,0%,1/1,100%,0/0,0%,0,0,0,2,0,0,0,0,0,1,1,3,4
UNI,1,SBB,86,1,2,,Equipo,,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
UNI,1,SBB,86,1,3,1,0 T. Pérez,3:04,2,0/0,0%,0/1,0%,2/2,100%,0,0,0,0,0,0,0,0,0,1,1,-1,1
UNI,1,SBB,86,1,3,1,2 O. Balcerowski,5:58,4,2/2,100%,0/0,0%,0/0,0%,0,0,0,0,1,0,0,0,0,1,1,-9,3
UNI,1,SBB,86,1,3,,4 T. Kalinoski,1:35,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,0,0,0,0,0,0,1,0,0,-1
UNI,1,SBB,86,1,3,,7 J. Barreiro,2:13,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,0,0,0,0,0,0,1,0,-7,-1
UNI,1,SBB,86,1,3,,9 A. Díaz,5:11,0,0/0,0%,0/0,0%,0/0,0%,1,0,1,1,1,0,0,0,0,0,1,-7,2
UNI,1,SBB,86,1,3,,13 X. Castañeda,2:13,2,1/2,50%,0/1,0%,0/0,0%,0,0,0,0,1,0,0,1,0,0,0,-7,-2
UNI,1,SBB,86,1,3,1,14 N. Djedovic,6:12,4,2/2,100%,0/0,0%,0/0,0%,0,0,0,0,0,0,0,0,0,0,0,4,4
UNI,1,SBB,86,1,3,,19 E. Sulejmanovic,3:53,2,1/2,50%,0/0,0%,0/0,0%,0,0,0,0,1,0,0,0,0,1,0,6,-1
UNI,1,SBB,86,1,3,1,27 C. Duarte,7:47,2,1/2,50%,0/0,0%,0/0,0%,0,1,1,4,0,0,0,0,0,0,0,4,6
UNI,1,SBB,86,1,3,,33 K. Tillie,3:03,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,0,0,0,0,0,0,0,0,-8,0
UNI,1,SBB,86,1,3,,45 D. Kravish,4:02,2,1/1,100%,0/0,0%,0/0,0%,0,1,1,1,1,0,0,0,0,0,0,6,3
UNI,1,SBB,86,1,3,1,55 K. Perry,4:49,2,0/0,0%,0/1,0%,2/2,100%,0,0,0,1,0,1,0,0,0,1,2,4,4
UNI,1,SBB,86,1,3,,Equipo,,0,0/0,0%,0/0,0%,0/0,0%,1,0,1,0,0,0,0,0,0,0,0,0,1
UNI,1,SBB,86,1,4,1,0 T. Pérez,0:00,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
UNI,1,SBB,86,1,4,1,2 O. Balcerowski,5:56,5,1/1,100%,0/0,0%,3/4,75%,0,1,1,0,0,0,0,0,1,1,2,8,6
UNI,1,SBB,86,1,4,,4 T. Kalinoski,4:26,3,1/1,100%,0/0,0%,1/2,50%,1,1,2,1,0,0,0,0,0,0,2,6,7
UNI,1,SBB,86,1,4,,7 J. Barreiro,4:08,0,0/0,0%,0/0,0%,0/0,0%,0,1,1,0,0,0,0,0,0,0,0,1,1
UNI,1,SBB,86,1,4,,9 A. Díaz,3:31,1,0/0,0%,0/0,0%,1/2,50%,0,0,0,0,0,0,0,0,0,0,1,5,1
UNI,1,SBB,86,1,4,,13 X. Castañeda,5:34,0,0/2,0%,0/0,0%,0/0,0%,0,1,1,0,1,1,0,0,0,2,0,3,-3
UNI,1,SBB,86,1,4,1,14 N. Djedovic,4:12,2,1/1,100%,0/0,0%,0/2,0%,0,0,0,0,0,0,0,0,0,1,1,5,0
UNI,1,SBB,86,1,4,,19 E. Sulejmanovic,4:06,5,2/2,100%,0/0,0%,1/2,50%,3,1,4,1,0,0,0,0,1,0,2,5,11
UNI,1,SBB,86,1,4,1,27 C. Duarte,5:48,2,1/2,50%,0/2,0%,0/0,0%,0,1,1,0,3,1,0,1,0,3,1,4,-5
UNI,1,SBB,86,1,4,,33 K. Tillie,5:54,2,1/2,50%,0/1,0%,0/0,0%,2,3,5,2,0,0,0,0,0,0,0,4,7
UNI,1,SBB,86,1,4,,45 D. Kravish,4:04,0,0/2,0%,0/0,0%,0/0,0%,0,0,0,0,0,0,0,0,0,2,0,1,-4
UNI,1,SBB,86,1,4,1,55 K. Perry,2:21,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,1,0,0,0,0,0,0,0,3,1
UNI,1,SBB,86,1,4,,Equipo,,0,0/0,0%,0/0,0%,0/0,0%,0,1,1,0,1,0,0,0,0,0,0,0,0
SBB,1,UNI,68,0,1,1,2 M. Normantas,6:05,0,0/0,0%,0/1,0%,0/0,0%,0,1,1,0,0,0,0,0,0,0,0,1,0
SBB,1,UNI,68,0,1,1,3 H. Frey,5:13,2,1/1,100%,0/0,0%,0/0,0%,0,1,1,0,1,1,0,0,0,0,0,5,3
SBB,1,UNI,68,0,1,,7 J. Jaworski,3:55,2,1/3,33%,0/0,0%,0/0,0%,0,0,0,0,0,0,0,0,0,0,0,2,0
SBB,1,UNI,68,0,1,,10 M. Krampelj,3:13,3,1/2,50%,0/0,0%,1/2,50%,0,1,1,0,0,0,0,0,1,0,1,0,3
SBB,1,UNI,68,0,1,1,11 D. Hilliard,6:05,2,1/1,100%,0/1,0%,0/0,0%,0,0,0,1,2,1,0,0,0,0,2,1,3
SBB,1,UNI,68,0,1,,12 A. Zecevic,0:00,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
SBB,1,UNI,68,0,1,1,18 L. Petrasek,5:14,3,0/0,0%,1/1,100%,0/0,0%,0,1,1,0,1,0,0,0,0,1,0,-1,2
SBB,1,UNI,68,0,1,,19 M. Pantzar,4:47,0,0/0,0%,0/1,0%,0/0,0%,0,0,0,1,0,1,0,0,0,0,0,-2,1
SBB,1,UNI,68,0,1,,20 A. Sylla,4:47,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,1,0,0,0,0,0,0,0,-2,1
SBB,1,UNI,68,0,1,,22 A. Font,0:00,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
SBB,1,UNI,68,0,1,1,32 T. Hlinason,5:13,4,2/2,100%,0/0,0%,0/0,0%,0,1,1,0,0,0,0,0,1,1,0,5,4
SBB,1,UNI,68,0,1,,73 S. Lazarevic,5:28,2,1/1,100%,0/0,0%,0/0,0%,1,1,2,1,1,0,0,0,0,2,1,6,3
SBB,1,UNI,68,0,1,,Equipo,,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
SBB,1,UNI,68,0,2,1,2 M. Normantas,4:08,0,0/0,0%,0/1,0%,0/0,0%,0,1,1,0,1,0,0,0,0,0,0,-14,-1
SBB,1,UNI,68,0,2,1,3 H. Frey,4:10,0,0/1,0%,0/1,0%,0/0,0%,1,0,1,0,0,1,0,0,0,0,0,-7,0
SBB,1,UNI,68,0,2,,7 J. Jaworski,5:52,3,0/1,0%,1/3,33%,0/0,0%,0,0,0,0,0,0,0,0,0,1,0,-1,-1
SBB,1,UNI,68,0,2,,10 M. Krampelj,6:41,2,0/1,0%,0/0,0%,2/2,100%,0,0,0,0,0,0,0,0,0,1,1,-9,1
SBB,1,UNI,68,0,2,1,11 D. Hilliard,5:53,7,0/1,0%,1/3,33%,4/4,100%,0,0,0,0,0,0,0,0,0,0,2,-11,6
SBB,1,UNI,68,0,2,,12 A. Zecevic,0:00,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
SBB,1,UNI,68,0,2,1,18 L. Petrasek,5:56,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,1,0,0,0,0,0,0,0,-8,1
SBB,1,UNI,68,0,2,,19 M. Pantzar,5:50,2,0/1,0%,0/0,0%,2/2,100%,0,1,1,0,0,0,0,0,0,1,1,-8,2
SBB,1,UNI,68,0,2,,20 A. Sylla,1:56,0,0/1,0%,0/0,0%,0/0,0%,0,2,2,0,0,0,0,0,0,1,0,-5,0
SBB,1,UNI,68,0,2,,22 A. Font,2:13,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,0,0,0,0,0,0,0,0,-4,0
SBB,1,UNI,68,0,2,1,32 T. Hlinason,5:27,2,0/0,0%,0/0,0%,2/4,50%,1,1,2,1,0,0,1,0,0,0,2,-8,6
SBB,1,UNI,68,0,2,,73 S. Lazarevic,1:54,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
SBB,1,UNI,68,0,2,,Equipo,,0,0/0,0%,0/0,0%,0/0,0%,0,1,1,0,0,0,0,0,0,0,0,0,
SBB,1,UNI,68,0,3,1,2 M. Normantas,4:12,4,1/1,100%,0/1,0%,2/2,100%,0,0,0,0,1,0,0,0,0,0,1,-2,3
SBB,1,UNI,68,0,3,1,3 H. Frey,7:01,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,1,1,0,0,0,0,2,1,4,-1
SBB,1,UNI,68,0,3,,7 J. Jaworski,5:48,2,1/1,100%,0/0,0%,0/0,0%,0,0,0,1,3,0,0,0,0,1,0,5,-1
SBB,1,UNI,68,0,3,,10 M. Krampelj,3:53,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,0,0,0,0,0,0,1,1,-6,0
SBB,1,UNI,68,0,3,1,11 D. Hilliard,4:38,5,1/2,50%,1/1,100%,0/0,0%,0,0,0,1,0,2,0,0,0,0,1,8,8
SBB,1,UNI,68,0,3,,12 A. Zecevic,0:00,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
SBB,1,UNI,68,0,3,1,18 L. Petrasek,6:07,7,2/2,100%,1/2,50%,0/0,0%,0,0,0,0,0,0,0,0,0,0,1,9,7
SBB,1,UNI,68,0,3,,19 M. Pantzar,2:59,2,1/1,100%,0/0,0%,0/0,0%,1,0,1,0,1,1,0,0,0,1,0,-1,2
SBB,1,UNI,68,0,3,,20 A. Sylla,2:59,1,0/0,0%,0/0,0%,1/2,50%,0,0,0,0,0,0,0,0,0,0,1,-1,1
SBB,1,UNI,68,0,3,,22 A. Font,0:00,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
SBB,1,UNI,68,0,3,1,32 T. Hlinason,7:01,2,1/1,100%,0/0,0%,0/0,0%,1,2,3,1,0,0,1,0,1,0,0,4,7
SBB,1,UNI,68,0,3,,73 S. Lazarevic,5:22,0,0/1,0%,0/0,0%,0/0,0%,0,2,2,0,0,0,0,0,0,0,0,-5,1
SBB,1,UNI,68,0,3,,Equipo,,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,0,0,0,0,0,0,0,0,0,
SBB,1,UNI,68,0,4,1,2 M. Normantas,6:57,0,0/0,0%,0/1,0%,0/0,0%,0,0,0,0,0,0,0,0,0,0,0,-6,-1
SBB,1,UNI,68,0,4,1,3 H. Frey,5:31,2,1/1,100%,0/1,0%,0/2,0%,1,1,2,1,1,0,0,0,0,0,2,-8,3
SBB,1,UNI,68,0,4,,7 J. Jaworski,2:18,1,0/0,0%,0/1,0%,1/2,50%,0,0,0,0,0,0,0,0,0,3,1,-3,-3
SBB,1,UNI,68,0,4,,10 M. Krampelj,3:19,1,0/0,0%,0/0,0%,1/2,50%,0,0,0,0,0,1,0,0,0,1,3,2,3
SBB,1,UNI,68,0,4,1,11 D. Hilliard,1:40,0,0/0,0%,0/1,0%,0/0,0%,0,1,1,0,0,0,1,0,0,1,0,-2,0
SBB,1,UNI,68,0,4,,12 A. Zecevic,0:00,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
SBB,1,UNI,68,0,4,1,18 L. Petrasek,4:05,3,0/1,0%,1/1,100%,0/0,0%,0,0,0,0,0,0,0,0,0,1,0,-4,1
SBB,1,UNI,68,0,4,,19 M. Pantzar,6:50,1,0/3,0%,0/1,0%,1/2,50%,0,1,1,1,1,0,0,0,0,0,1,-3,-2
SBB,1,UNI,68,0,4,,20 A. Sylla,3:15,1,0/0,0%,0/0,0%,1/2,50%,0,0,0,0,0,0,0,0,0,1,1,-5,0
SBB,1,UNI,68,0,4,,22 A. Font,3:13,0,0/1,0%,0/1,0%,0/0,0%,1,1,2,0,0,0,0,0,0,0,0,-1,0
SBB,1,UNI,68,0,4,1,32 T. Hlinason,6:00,2,1/1,100%,0/0,0%,0/0,0%,1,0,1,1,1,0,0,0,1,1,0,-5,2
SBB,1,UNI,68,0,4,,73 S. Lazarevic,6:52,0,0/1,0%,0/0,0%,0/0,0%,0,1,1,0,0,0,0,0,0,1,1,-10,0
SBB,1,UNI,68,0,4,,Equipo,,0,0/0,0%,0/0,0%,0/0,0%,0,1,1,0,0,1,0,0,0,0,0,0,
BUR,1,GIR,97,1,1,1,00 J. Samuels,5:19,5,2/2,100%,0/0,0%,1/2,50%,1,0,1,0,1,0,0,0,0,0,1,8,5
BUR,1,GIR,97,1,1,,3 Y. Nzosa,1:22,2,1/1,100%,0/0,0%,0/0,0%,0,1,1,0,0,0,0,0,0,0,0,4,3
BUR,1,GIR,97,1,1,1,6 J. Gudmundsson,6:38,3,0/0,0%,1/1,100%,0/0,0%,0,3,3,2,1,2,0,0,0,1,0,8,8
BUR,1,GIR,97,1,1,,8 P. Almazán,3:06,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,0,0,1,0,0,0,2,0,-5,-1
BUR,1,GIR,97,1,1,,10 G. Corbalán,4:41,0,0/1,0%,0/1,0%,0/0,0%,1,1,2,0,0,0,0,0,0,0,0,-2,0
BUR,1,GIR,97,1,1,,11 D. Díez,4:41,0,0/0,0%,0/3,0%,0/0,0%,0,0,0,0,1,0,0,0,0,0,0,-2,-4
BUR,1,GIR,97,1,1,,17 S. García,0:00,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
BUR,1,GIR,97,1,1,,19 R. Neto,3:22,2,0/1,0%,0/1,0%,2/2,100%,1,0,1,0,1,0,0,0,0,0,2,-2,2
BUR,1,GIR,97,1,1,,22 S. de Sousa,2:00,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,0,0,0,0,0,0,2,0,-6,-2
BUR,1,GIR,97,1,1,1,23 L. Meindl,5:28,3,1/2,50%,0/1,0%,1/2,50%,0,0,0,1,0,0,0,0,0,2,2,8,1
BUR,1,GIR,97,1,1,1,40 L. Fischer,6:38,4,1/1,100%,0/0,0%,2/2,100%,0,1,1,0,1,1,0,0,0,0,1,8,6
BUR,1,GIR,97,1,1,1,56 J. Jackson,6:45,3,0/1,0%,1/1,100%,0/0,0%,1,1,2,1,0,0,0,0,0,0,0,11,5
BUR,1,GIR,97,1,1,,Equipo,,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
BUR,1,GIR,97,1,2,1,00 J. Samuels,5:24,2,1/2,50%,0/0,0%,0/0,0%,0,2,2,0,1,0,0,0,0,2,0,0,0
BUR,1,GIR,97,1,2,,3 Y. Nzosa,2:59,0,0/1,0%,0/0,0%,0/0,0%,0,0,0,1,0,1,0,0,0,2,0,0,-1
BUR,1,GIR,97,1,2,1,6 J. Gudmundsson,3:57,3,1/1,100%,0/0,0%,1/1,100%,0,0,0,0,0,0,0,0,0,0,1,2,4
BUR,1,GIR,97,1,2,,8 P. Almazán,0:59,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,0,0,0,0,0,0,1,0,-1,-1
BUR,1,GIR,97,1,2,,10 G. Corbalán,4:48,2,1/1,100%,0/0,0%,0/0,0%,0,1,1,0,1,0,0,0,0,0,0,-1,2
BUR,1,GIR,97,1,2,,11 D. Díez,5:14,2,1/1,100%,0/0,0%,0/0,0%,0,2,2,0,1,0,0,0,0,0,1,0,4
BUR,1,GIR,97,1,2,,17 S. García,2:29,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,0,0,1,0,0,0,1,0,3,0
BUR,1,GIR,97,1,2,,19 R. Neto,2:56,3,1/1,100%,0/2,0%,1/2,50%,1,0,1,0,0,1,0,0,0,0,1,-1,3
BUR,1,GIR,97,1,2,,22 S. de Sousa,0:00,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
BUR,1,GIR,97,1,2,1,23 L. Meindl,5:12,6,1/3,33%,0/0,0%,4/4,100%,0,1,1,0,0,0,0,0,0,0,2,3,7
BUR,1,GIR,97,1,2,1,40 L. Fischer,7:01,3,1/1,100%,0/0,0%,1/3,33%,1,0,1,0,0,0,0,0,0,0,2,2,4
BUR,1,GIR,97,1,2,1,56 J. Jackson,9:01,6,1/3,33%,1/2,50%,1/1,100%,0,0,0,2,0,0,0,0,0,2,2,3,5
BUR,1,GIR,97,1,2,,Equipo,,0,0/0,0%,0/0,0%,0/0,0%,0,2,2,0,0,0,0,0,0,0,0,0,
BUR,1,GIR,97,1,3,1,00 J. Samuels,6:13,2,0/0,0%,0/1,0%,2/2,100%,0,0,0,1,0,0,0,0,0,0,1,7,3
BUR,1,GIR,97,1,3,,3 Y. Nzosa,0:00,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
BUR,1,GIR,97,1,3,1,6 J. Gudmundsson,7:10,6,0/0,0%,2/4,50%,0/0,0%,0,2,2,0,0,0,0,0,0,1,1,7,6
BUR,1,GIR,97,1,3,,8 P. Almazán,2:50,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,0,0,1,0,0,0,0,0,8,1
BUR,1,GIR,97,1,3,,10 G. Corbalán,5:49,6,3/3,100%,0/2,0%,0/0,0%,1,2,3,0,0,1,0,0,1,0,0,15,8
BUR,1,GIR,97,1,3,,11 D. Díez,4:20,2,0/0,0%,0/1,0%,2/2,100%,1,2,3,1,0,0,0,0,0,0,0,10,5
BUR,1,GIR,97,1,3,,17 S. García,0:00,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
BUR,1,GIR,97,1,3,,19 R. Neto,2:50,2,0/0,0%,0/0,0%,2/2,100%,0,0,0,0,0,0,0,0,0,0,1,8,3
BUR,1,GIR,97,1,3,,22 S. de Sousa,5:16,2,1/2,50%,0/0,0%,0/0,0%,1,0,1,0,1,0,0,0,0,1,1,13,1
BUR,1,GIR,97,1,3,1,23 L. Meindl,7:10,5,2/2,100%,0/2,0%,1/1,100%,0,2,2,0,1,1,0,0,0,0,1,7,6
BUR,1,GIR,97,1,3,1,40 L. Fischer,4:11,0,0/1,0%,0/0,0%,0/0,0%,0,1,1,1,1,0,1,1,0,0,0,0,0
BUR,1,GIR,97,1,3,1,56 J. Jackson,4:11,2,0/0,0%,0/1,0%,2/2,100%,1,2,3,0,0,1,0,0,0,1,2,0,6
BUR,1,GIR,97,1,3,,Equipo,,0,0/0,0%,0/0,0%,0/0,0%,1,1,2,0,0,0,0,0,0,0,0,0,
BUR,1,GIR,97,1,4,1,00 J. Samuels,0:00,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
BUR,1,GIR,97,1,4,,3 Y. Nzosa,0:00,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
BUR,1,GIR,97,1,4,1,6 J. Gudmundsson,9:35,1,0/0,0%,0/0,0%,1/2,50%,0,1,1,3,2,1,0,0,0,3,3,-4,3
BUR,1,GIR,97,1,4,,8 P. Almazán,3:39,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,0,0,0,0,0,0,1,0,1,-1
BUR,1,GIR,97,1,4,,10 G. Corbalán,4:00,5,2/3,67%,0/1,0%,1/2,50%,0,0,0,0,0,0,0,0,0,0,1,2,3
BUR,1,GIR,97,1,4,,11 D. Díez,10:00,3,0/0,0%,1/3,33%,0/0,0%,1,1,2,1,0,1,0,0,0,0,0,-5,5
BUR,1,GIR,97,1,4,,17 S. García,0:00,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
BUR,1,GIR,97,1,4,,19 R. Neto,0:00,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
BUR,1,GIR,97,1,4,,22 S. de Sousa,3:35,0,0/2,0%,0/0,0%,0/0,0%,0,1,1,0,0,1,1,0,0,1,0,3,0
BUR,1,GIR,97,1,4,1,23 L. Meindl,6:25,4,1/1,100%,0/3,0%,2/2,100%,0,0,0,1,1,1,0,0,1,1,1,-8,2
BUR,1,GIR,97,1,4,1,40 L. Fischer,6:25,2,1/1,100%,0/0,0%,0/0,0%,1,2,3,0,1,0,1,0,0,1,0,-8,4
BUR,1,GIR,97,1,4,1,56 J. Jackson,6:21,6,0/0,0%,2/3,67%,0/0,0%,0,0,0,0,0,0,0,0,0,1,0,-6,4
BUR,1,GIR,97,1,4,,Equipo,,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,0,0,0,0,0,0,0,0,0,
GIR,1,BUR,79,0,1,,4 P. Busquets,4:15,4,2/2,100%,0/0,0%,0/0,0%,0,0,0,0,1,0,0,0,0,0,1,6,4
GIR,1,BUR,79,0,1,1,5 D. Needham,5:11,3,0/1,0%,1/3,33%,0/0,0%,0,0,0,0,1,0,0,0,0,1,0,-6,-2
GIR,1,BUR,79,0,1,,7 S. Hollanders,1:25,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,0,0,0,0,0,0,0,0,-4,0
GIR,1,BUR,79,0,1,1,8 M. Hughes,4:20,0,0/0,0%,0/1,0%,0/0,0%,0,1,1,0,0,1,0,0,0,1,0,-8,0
GIR,1,BUR,79,0,1,,9 G. Ferrando,2:52,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,1,1,0,0,0,0,0,0,3,0
GIR,1,BUR,79,0,1,,10 P. Vildoza,4:49,0,0/1,0%,0/0,0%,0/0,0%,0,0,0,0,0,0,0,0,0,0,1,0,0
GIR,1,BUR,79,0,1,1,11 O. Livingston,7:08,3,1/2,50%,0/2,0%,1/2,50%,0,0,0,1,1,1,0,0,0,0,1,-9,1
GIR,1,BUR,79,0,1,,12 M. Geben,4:33,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,0,1,0,0,0,0,2,0,-7,-3
GIR,1,BUR,79,0,1,,21 J. Fernández,5:27,1,0/0,0%,0/0,0%,1/2,50%,0,3,3,0,0,0,0,0,0,0,2,1,5
GIR,1,BUR,79,0,1,1,23 S. Martínez,5:11,3,1/1,100%,0/0,0%,1/2,50%,0,0,0,0,0,1,0,0,0,1,1,-8,3
GIR,1,BUR,79,0,1,,25 N. Maric,0:00,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
GIR,1,BUR,79,0,1,,29 M. Susinskas,4:49,2,0/0,0%,0/0,0%,2/2,100%,0,1,1,0,0,0,0,0,0,1,1,2,3
GIR,1,BUR,79,0,1,,Equipo,,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
GIR,1,BUR,79,0,2,,4 P. Busquets,7:01,9,1/1,100%,1/2,50%,4/5,80%,0,0,0,1,1,0,0,0,0,2,2,-2,7
GIR,1,BUR,79,0,2,1,5 D. Needham,2:03,0,0/2,0%,0/0,0%,0/0,0%,0,0,0,0,1,1,0,0,0,1,0,-2,-3
GIR,1,BUR,79,0,2,,7 S. Hollanders,0:00,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
GIR,1,BUR,79,0,2,1,8 M. Hughes,2:59,0,0/0,0%,0/0,0%,0/0,0%,0,0,0,0,1,0,0,0,0,2,0,0,-3
