ID_Q;CUARTO;ID_partido;#;EQUIPO;JORNADA;RESULTADO;RIVAL;RESULTADO_RIVAL;LOCAL;TITULAR;VICTORIA;MIN_Q;SEG_Q;PTS_Q;TCA_Q;TCI_Q;TCF_Q;T2A_Q;T2I_Q;T2F_Q;T3A_Q;T3I_Q;T3F_Q;TLA_Q;TLI_Q;TLF_Q;RO_Q;RD_Q;RT_Q;ASI_Q;PER_Q;REC_Q;TAP_Q;TAPR_Q;FP_Q;FPR_Q;MAT_Q;+/-_Q;VAL_Q;MIN_Eq_Q;PTS_Eq_Q;TCA_Eq_Q;TCI_Eq_Q;TCF_Eq_Q;T2A_Eq_Q;T2I_Eq_Q;T2F_Eq_Q;T3A_Eq_Q;T3I_Eq_Q;T3F_Eq_Q;TLA_Eq_Q;TLI_Eq_Q;TLF_Eq_Q;RO_Eq_Q;RD_Eq_Q;RT_Eq_Q;ASI_Eq_Q;PER_Eq_Q;REC_Eq_Q;TAP_Eq_Q;TAPR_Eq_Q;FP_Eq_Q;FPR_Eq_Q;MAT_Eq_Q;VAL_Eq_Q
MBA_MBA_J2_Q3;3;MBA_MBA_J2;MBA;MBA;2;64;LLT;96;True;False;False;50,0;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;20,0;13;4;12;8;3;6;3;1;6;5;4;7;3;2;7;9;2;4;3;0;0;4;5;0;13
0_MBA_J2_Q4;4;0_MBA_J2;0;MBA;2;64;LLT;96;True;True;False;3,2;192;3;1;4;3;0;3;3;1;1;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;-4;1;20,0;27;7;17;10;2;7;5;5;10;5;8;11;3;6;5;11;4;5;1;1;0;8;6;0;24
00_MBA_J2_Q4;4;00_MBA_J2;00;MBA;2;64;LLT;96;True;False;False;4,116666666666666;247;1;0;0;0;0;0;0;0;0;0;1;2;1;2;1;3;0;2;0;0;0;3;1;0;-9;-1;20,0;27;7;17;10;2;7;5;5;10;5;8;11;3;6;5;11;4;5;1;1;0;8;6;0;24
3_MBA_J2_Q4;4;3_MBA_J2;3;MBA;2;64;LLT;96;True;True;False;2,0;120;1;0;1;1;0;0;0;0;1;1;1;2;1;0;0;0;0;0;0;0;0;0;1;0;2;0;20,0;27;7;17;10;2;7;5;5;10;5;8;11;3;6;5;11;4;5;1;1;0;8;6;0;24
5_MBA_J2_Q4;4;5_MBA_J2;5;MBA;2;64;LLT;96;True;False;False;4,45;267;2;0;0;0;0;0;0;0;0;0;2;3;1;0;1;1;3;0;0;0;0;0;1;0;4;6;20,0;27;7;17;10;2;7;5;5;10;5;8;11;3;6;5;11;4;5;1;1;0;8;6;0;24
11_MBA_J2_Q4;4;11_MBA_J2;11;MBA;2;64;LLT;96;True;False;False;4,8;288;3;1;2;1;0;0;0;1;2;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;-5;2;20,0;27;7;17;10;2;7;5;5;10;5;8;11;3;6;5;11;4;5;1;1;0;8;6;0;24
13_MBA_J2_Q4;4;13_MBA_J2;13;MBA;2;64;LLT;96;True;True;False;5,2;312;3;1;1;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;-2;4;20,0;27;7;17;10;2;7;5;5;10;5;8;11;3;6;5;11;4;5;1;1;0;8;6;0;24
20_MBA_J2_Q4;4;20_MBA_J2;20;MBA;2;64;LLT;96;True;False;False;2,35;141;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;-7;-4;20,0;27;7;17;10;2;7;5;5;10;5;8;11;3;6;5;11;4;5;1;1;0;8;6;0;24
22_MBA_J2_Q4;4;22_MBA_J2;22;MBA;2;64;LLT;96;True;False;False;5,5;330;3;1;2;1;0;0;0;1;2;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;-9;2;20,0;27;7;17;10;2;7;5;5;10;5;8;11;3;6;5;11;4;5;1;1;0;8;6;0;24
24_MBA_J2_Q4;4;24_MBA_J2;24;MBA;2;64;LLT;96;True;False;False;8,0;480;3;1;4;3;0;1;1;1;3;2;0;0;0;0;0;0;1;1;0;0;0;1;0;0;-9;-1;20,0;27;7;17;10;2;7;5;5;10;5;8;11;3;6;5;11;4;5;1;1;0;8;6;0;24
32_MBA_J2_Q4;4;32_MBA_J2;32;MBA;2;64;LLT;96;True;False;False;5,883333333333334;353;8;2;2;0;2;2;0;0;0;0;4;4;0;2;1;3;0;0;0;1;0;0;2;0;2;14;20,0;27;7;17;10;2;7;5;5;10;5;8;11;3;6;5;11;4;5;1;1;0;8;6;0;24
35_MBA_J2_Q4;4;35_MBA_J2;35;MBA;2;64;LLT;96;True;True;False;4,5;270;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;20,0;27;7;17;10;2;7;5;5;10;5;8;11;3;6;5;11;4;5;1;1;0;8;6;0;24
99_MBA_J2_Q4;4;99_MBA_J2;99;MBA;2;64;LLT;96;True;True;False;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,0;27;7;17;10;2;7;5;5;10;5;8;11;3;6;5;11;4;5;1;1;0;8;6;0;24
MBA_MBA_J2_Q4;4;MBA_MBA_J2;MBA;MBA;2;64;LLT;96;True;False;False;50,0;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,0;27;7;17;10;2;7;5;5;10;5;8;11;3;6;5;11;4;5;1;1;0;8;6;0;24
2_LLT_J2_Q1;1;2_LLT_J2;2;LLT;2;96;MBA;64;False;False;True;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,0;24;7;14;7;5;8;3;2;6;4;8;8;0;2;6;8;5;2;3;0;0;4;9;0;36
3_LLT_J2_Q1;1;3_LLT_J2;3;LLT;2;96;MBA;64;False;False;True;2,65;159;5;1;1;0;0;0;0;1;1;0;2;2;0;0;0;0;1;0;1;0;0;1;2;0;6;8;20,0;24;7;14;7;5;8;3;2;6;4;8;8;0;2;6;8;5;2;3;0;0;4;9;0;36
4_LLT_J2_Q1;1;4_LLT_J2;4;LLT;2;96;MBA;64;False;False;True;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,0;24;7;14;7;5;8;3;2;6;4;8;8;0;2;6;8;5;2;3;0;0;4;9;0;36
6_LLT_J2_Q1;1;6_LLT_J2;6;LLT;2;96;MBA;64;False;True;True;4,816666666666666;289;0;0;2;2;0;0;0;0;2;2;0;0;0;0;1;1;1;0;0;0;0;0;0;0;5;0;20,0;24;7;14;7;5;8;3;2;6;4;8;8;0;2;6;8;5;2;3;0;0;4;9;0;36
9_LLT_J2_Q1;1;9_LLT_J2;9;LLT;2;96;MBA;64;False;True;True;7,4;444;3;1;2;1;0;1;1;1;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;6;3;20,0;24;7;14;7;5;8;3;2;6;4;8;8;0;2;6;8;5;2;3;0;0;4;9;0;36
11_LLT_J2_Q1;1;11_LLT_J2;11;LLT;2;96;MBA;64;False;True;True;3,95;237;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;2;1;20,0;24;7;14;7;5;8;3;2;6;4;8;8;0;2;6;8;5;2;3;0;0;4;9;0;36
15_LLT_J2_Q1;1;15_LLT_J2;15;LLT;2;96;MBA;64;False;False;True;5,133333333333334;308;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;7;-2;20,0;24;7;14;7;5;8;3;2;6;4;8;8;0;2;6;8;5;2;3;0;0;4;9;0;36
19_LLT_J2_Q1;1;19_LLT_J2;19;LLT;2;96;MBA;64;False;False;True;6,783333333333333;407;11;4;4;0;4;4;0;0;0;0;3;3;0;1;2;3;0;0;0;0;0;0;2;0;12;16;20,0;24;7;14;7;5;8;3;2;6;4;8;8;0;2;6;8;5;2;3;0;0;4;9;0;36
21_LLT_J2_Q1;1;21_LLT_J2;21;LLT;2;96;MBA;64;False;False;True;5,133333333333334;308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;7;3;20,0;24;7;14;7;5;8;3;2;6;4;8;8;0;2;6;8;5;2;3;0;0;4;9;0;36
31_LLT_J2_Q1;1;31_LLT_J2;31;LLT;2;96;MBA;64;False;False;True;6,05;363;5;1;2;1;1;1;0;0;1;1;3;3;0;0;0;0;0;0;0;0;0;1;2;0;10;5;20,0;24;7;14;7;5;8;3;2;6;4;8;8;0;2;6;8;5;2;3;0;0;4;9;0;36
35_LLT_J2_Q1;1;35_LLT_J2;35;LLT;2;96;MBA;64;False;True;True;3,216666666666667;193;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;-1;20,0;24;7;14;7;5;8;3;2;6;4;8;8;0;2;6;8;5;2;3;0;0;4;9;0;36
42_LLT_J2_Q1;1;42_LLT_J2;42;LLT;2;96;MBA;64;False;True;True;4,866666666666666;292;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;1;0;0;1;1;0;5;3;20,0;24;7;14;7;5;8;3;2;6;4;8;8;0;2;6;8;5;2;3;0;0;4;9;0;36
LLT_LLT_J2_Q1;1;LLT_LLT_J2;LLT;LLT;2;96;MBA;64;False;False;True;50,0;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,0;24;7;14;7;5;8;3;2;6;4;8;8;0;2;6;8;5;2;3;0;0;4;9;0;36
2_LLT_J2_Q2;2;2_LLT_J2;2;LLT;2;96;MBA;64;False;False;True;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,0;22;8;15;7;4;6;2;4;9;5;2;2;0;0;7;7;4;0;2;1;0;1;2;1;30
3_LLT_J2_Q2;2;3_LLT_J2;3;LLT;2;96;MBA;64;False;False;True;4,866666666666666;292;4;2;3;1;2;2;0;0;1;1;0;0;0;0;2;2;1;0;1;0;0;1;0;0;3;6;20,0;22;8;15;7;4;6;2;4;9;5;2;2;0;0;7;7;4;0;2;1;0;1;2;1;30
4_LLT_J2_Q2;2;4_LLT_J2;4;LLT;2;96;MBA;64;False;False;True;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,0;22;8;15;7;4;6;2;4;9;5;2;2;0;0;7;7;4;0;2;1;0;1;2;1;30
6_LLT_J2_Q2;2;6_LLT_J2;6;LLT;2;96;MBA;64;False;True;True;8,683333333333334;521;3;1;2;1;0;0;0;1;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;9;3;20,0;22;8;15;7;4;6;2;4;9;5;2;2;0;0;7;7;4;0;2;1;0;1;2;1;30
9_LLT_J2_Q2;2;9_LLT_J2;9;LLT;2;96;MBA;64;False;True;True;6,45;387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;0;0;0;0;0;0;0;8;5;20,0;22;8;15;7;4;6;2;4;9;5;2;2;0;0;7;7;4;0;2;1;0;1;2;1;30
11_LLT_J2_Q2;2;11_LLT_J2;11;LLT;2;96;MBA;64;False;True;True;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,0;22;8;15;7;4;6;2;4;9;5;2;2;0;0;7;7;4;0;2;1;0;1;2;1;30
15_LLT_J2_Q2;2;15_LLT_J2;15;LLT;2;96;MBA;64;False;False;True;4,95;297;3;1;2;1;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;20,0;22;8;15;7;4;6;2;4;9;5;2;2;0;0;7;7;4;0;2;1;0;1;2;1;30
19_LLT_J2_Q2;2;19_LLT_J2;19;LLT;2;96;MBA;64;False;False;True;6,233333333333333;374;2;1;2;1;1;2;1;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;1;1;11;5;20,0;22;8;15;7;4;6;2;4;9;5;2;2;0;0;7;7;4;0;2;1;0;1;2;1;30
21_LLT_J2_Q2;2;21_LLT_J2;21;LLT;2;96;MBA;64;False;False;True;1,3166666666666667;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;20,0;22;8;15;7;4;6;2;4;9;5;2;2;0;0;7;7;4;0;2;1;0;1;2;1;30
31_LLT_J2_Q2;2;31_LLT_J2;31;LLT;2;96;MBA;64;False;False;True;5,05;303;0;0;2;2;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;-2;20,0;22;8;15;7;4;6;2;4;9;5;2;2;0;0;7;7;4;0;2;1;0;1;2;1;30
35_LLT_J2_Q2;2;35_LLT_J2;35;LLT;2;96;MBA;64;False;True;True;3,7666666666666666;226;2;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;-1;3;20,0;22;8;15;7;4;6;2;4;9;5;2;2;0;0;7;7;4;0;2;1;0;1;2;1;30
42_LLT_J2_Q2;2;42_LLT_J2;42;LLT;2;96;MBA;64;False;True;True;8,683333333333334;521;8;2;3;1;0;0;0;2;3;1;2;2;0;0;0;0;0;0;0;0;0;0;1;0;9;8;20,0;22;8;15;7;4;6;2;4;9;5;2;2;0;0;7;7;4;0;2;1;0;1;2;1;30
LLT_LLT_J2_Q2;2;LLT_LLT_J2;LLT;LLT;2;96;MBA;64;False;False;True;50,0;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,0;22;8;15;7;4;6;2;4;9;5;2;2;0;0;7;7;4;0;2;1;0;1;2;1;30
2_LLT_J2_Q3;3;2_LLT_J2;2;LLT;2;96;MBA;64;False;False;True;2,3666666666666667;142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;20,0;16;5;14;9;2;3;1;3;11;8;3;3;0;2;8;10;3;4;1;0;0;5;4;0;16
3_LLT_J2_Q3;3;3_LLT_J2;3;LLT;2;96;MBA;64;False;False;True;6,3;378;0;0;2;2;0;0;0;0;2;2;0;0;0;0;2;2;0;0;0;0;0;0;0;0;1;0;20,0;16;5;14;9;2;3;1;3;11;8;3;3;0;2;8;10;3;4;1;0;0;5;4;0;16
4_LLT_J2_Q3;3;4_LLT_J2;4;LLT;2;96;MBA;64;False;False;True;3,316666666666667;199;3;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;1;1;0;-8;3;20,0;16;5;14;9;2;3;1;3;11;8;3;3;0;2;8;10;3;4;1;0;0;5;4;0;16
6_LLT_J2_Q3;3;6_LLT_J2;6;LLT;2;96;MBA;64;False;True;True;8,066666666666666;484;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0;0;0;1;1;0;6;1;20,0;16;5;14;9;2;3;1;3;11;8;3;3;0;2;8;10;3;4;1;0;0;5;4;0;16
9_LLT_J2_Q3;3;9_LLT_J2;9;LLT;2;96;MBA;64;False;True;True;2,316666666666667;139;3;1;2;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;7;3;20,0;16;5;14;9;2;3;1;3;11;8;3;3;0;2;8;10;3;4;1;0;0;5;4;0;16
11_LLT_J2_Q3;3;11_LLT_J2;11;LLT;2;96;MBA;64;False;True;True;4,316666666666666;259;5;2;4;2;1;1;0;1;3;2;0;0;0;0;2;2;1;0;0;0;0;0;0;0;9;6;20,0;16;5;14;9;2;3;1;3;11;8;3;3;0;2;8;10;3;4;1;0;0;5;4;0;16
15_LLT_J2_Q3;3;15_LLT_J2;15;LLT;2;96;MBA;64;False;False;True;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,0;16;5;14;9;2;3;1;3;11;8;3;3;0;2;8;10;3;4;1;0;0;5;4;0;16
19_LLT_J2_Q3;3;19_LLT_J2;19;LLT;2;96;MBA;64;False;False;True;3,4166666666666665;205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;9;1;20,0;16;5;14;9;2;3;1;3;11;8;3;3;0;2;8;10;3;4;1;0;0;5;4;0;16
21_LLT_J2_Q3;3;21_LLT_J2;21;LLT;2;96;MBA;64;False;False;True;4,3;258;2;1;2;1;1;1;0;0;1;1;0;0;0;1;0;1;0;1;0;0;0;1;1;0;-1;1;20,0;16;5;14;9;2;3;1;3;11;8;3;3;0;2;8;10;3;4;1;0;0;5;4;0;16
31_LLT_J2_Q3;3;31_LLT_J2;31;LLT;2;96;MBA;64;False;False;True;5,683333333333334;341;0;0;1;1;0;0;0;0;1;1;0;0;0;1;1;2;0;1;0;0;0;0;0;0;-6;0;20,0;16;5;14;9;2;3;1;3;11;8;3;3;0;2;8;10;3;4;1;0;0;5;4;0;16
35_LLT_J2_Q3;3;35_LLT_J2;35;LLT;2;96;MBA;64;False;True;True;4,216666666666667;253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-8;-1;20,0;16;5;14;9;2;3;1;3;11;8;3;3;0;2;8;10;3;4;1;0;0;5;4;0;16
42_LLT_J2_Q3;3;42_LLT_J2;42;LLT;2;96;MBA;64;False;True;True;5,7;342;3;1;2;1;0;0;0;1;2;1;0;0;0;0;1;1;0;1;0;0;0;1;0;0;4;1;20,0;16;5;14;9;2;3;1;3;11;8;3;3;0;2;8;10;3;4;1;0;0;5;4;0;16
LLT_LLT_J2_Q3;3;LLT_LLT_J2;LLT;LLT;2;96;MBA;64;False;False;True;50,0;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;20,0;16;5;14;9;2;3;1;3;11;8;3;3;0;2;8;10;3;4;1;0;0;5;4;0;16
2_LLT_J2_Q4;4;2_LLT_J2;2;LLT;2;96;MBA;64;False;False;True;5,75;345;5;2;3;1;2;3;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;3;1;0;2;4;20,0;34;10;16;6;6;10;4;4;6;2;10;12;2;1;3;4;8;1;3;0;1;6;8;0;41
3_LLT_J2_Q4;4;3_LLT_J2;3;LLT;2;96;MBA;64;False;False;True;4,866666666666666;292;10;2;3;1;1;1;0;1;2;1;5;5;0;0;0;0;2;1;2;0;0;0;3;0;7;15;20,0;34;10;16;6;6;10;4;4;6;2;10;12;2;1;3;4;8;1;3;0;1;6;8;0;41
4_LLT_J2_Q4;4;4_LLT_J2;4;LLT;2;96;MBA;64;False;False;True;5,2;312;2;1;2;1;1;2;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;3;20,0;34;10;16;6;6;10;4;4;6;2;10;12;2;1;3;4;8;1;3;0;1;6;8;0;41
6_LLT_J2_Q4;4;6_LLT_J2;6;LLT;2;96;MBA;64;False;True;True;3,1333333333333333;188;6;2;3;1;1;1;0;1;2;1;1;1;0;0;0;0;0;0;0;0;1;1;1;0;2;4;20,0;34;10;16;6;6;10;4;4;6;2;10;12;2;1;3;4;8;1;3;0;1;6;8;0;41
9_LLT_J2_Q4;4;9_LLT_J2;9;LLT;2;96;MBA;64;False;True;True;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,0;34;10;16;6;6;10;4;4;6;2;10;12;2;1;3;4;8;1;3;0;1;6;8;0;41
11_LLT_J2_Q4;4;11_LLT_J2;11;LLT;2;96;MBA;64;False;True;True;7,55;453;3;1;2;1;0;1;1;1;1;0;0;0;0;1;0;1;2;0;0;0;0;1;0;0;9;4;20,0;34;10;16;6;6;10;4;4;6;2;10;12;2;1;3;4;8;1;3;0;1;6;8;0;41
15_LLT_J2_Q4;4;15_LLT_J2;15;LLT;2;96;MBA;64;False;False;True;10,0;600;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;7;0;20,0;34;10;16;6;6;10;4;4;6;2;10;12;2;1;3;4;8;1;3;0;1;6;8;0;41
19_LLT_J2_Q4;4;19_LLT_J2;19;LLT;2;96;MBA;64;False;False;True;4,25;255;5;1;1;0;1;1;0;0;0;0;3;5;2;0;2;2;0;0;0;0;0;0;3;0;5;8;20,0;34;10;16;6;6;10;4;4;6;2;10;12;2;1;3;4;8;1;3;0;1;6;8;0;41
21_LLT_J2_Q4;4;21_LLT_J2;21;LLT;2;96;MBA;64;False;False;True;4,8;288;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;20,0;34;10;16;6;6;10;4;4;6;2;10;12;2;1;3;4;8;1;3;0;1;6;8;0;41
31_LLT_J2_Q4;4;31_LLT_J2;31;LLT;2;96;MBA;64;False;False;True;4,45;267;3;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-4;3;20,0;34;10;16;6;6;10;4;4;6;2;10;12;2;1;3;4;8;1;3;0;1;6;8;0;41
35_LLT_J2_Q4;4;35_LLT_J2;35;LLT;2;96;MBA;64;False;True;True;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,0;34;10;16;6;6;10;4;4;6;2;10;12;2;1;3;4;8;1;3;0;1;6;8;0;41
42_LLT_J2_Q4;4;42_LLT_J2;42;LLT;2;96;MBA;64;False;True;True;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,0;34;10;16;6;6;10;4;4;6;2;10;12;2;1;3;4;8;1;3;0;1;6;8;0;41
LLT_LLT_J2_Q4;4;LLT_LLT_J2;LLT;LLT;2;96;MBA;64;False;False;True;50,0;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,0;34;10;16;6;6;10;4;4;6;2;10;12;2;1;3;4;8;1;3;0;1;6;8;0;41
1_DGC_J2_Q1;1;1_DGC_J2;1;DGC;2;72;UNI;81;True;False;False;0,13333333333333333;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,0;22;7;13;6;3;6;3;4;7;3;4;8;4;1;9;10;4;4;2;2;0;4;6;0;28
2_DGC_J2_Q1;1;2_DGC_J2;2;DGC;2;72;UNI;81;True;True;False;6,4;384;3;1;3;2;1;2;1;0;1;1;1;2;1;0;0;0;0;0;0;1;0;1;1;0;0;1;20,0;22;7;13;6;3;6;3;4;7;3;4;8;4;1;9;10;4;4;2;2;0;4;6;0;28
4_DGC_J2_Q1;1;4_DGC_J2;4;DGC;2;72;UNI;81;True;False;False;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,0;22;7;13;6;3;6;3;4;7;3;4;8;4;1;9;10;4;4;2;2;0;4;6;0;28
5_DGC_J2_Q1;1;5_DGC_J2;5;DGC;2;72;UNI;81;True;False;False;4,033333333333333;242;5;2;2;0;1;1;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;5;6;20,0;22;7;13;6;3;6;3;4;7;3;4;8;4;1;9;10;4;4;2;2;0;4;6;0;28
6_DGC_J2_Q1;1;6_DGC_J2;6;DGC;2;72;UNI;81;True;True;False;5,966666666666667;358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0;0;2;0;1;5;20,0;22;7;13;6;3;6;3;4;7;3;4;8;4;1;9;10;4;4;2;2;0;4;6;0;28
9_DGC_J2_Q1;1;9_DGC_J2;9;DGC;2;72;UNI;81;True;True;False;5,35;321;1;0;1;1;0;0;0;0;1;1;1;2;1;0;1;1;0;1;0;0;0;1;1;0;-1;-1;20,0;22;7;13;6;3;6;3;4;7;3;4;8;4;1;9;10;4;4;2;2;0;4;6;0;28
10_DGC_J2_Q1;1;10_DGC_J2;10;DGC;2;72;UNI;81;True;False;False;4,516666666666667;271;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;7;-1;20,0;22;7;13;6;3;6;3;4;7;3;4;8;4;1;9;10;4;4;2;2;0;4;6;0;28
13_DGC_J2_Q1;1;13_DGC_J2;13;DGC;2;72;UNI;81;True;False;False;3,6;216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;6;1;20,0;22;7;13;6;3;6;3;4;7;3;4;8;4;1;9;10;4;4;2;2;0;4;6;0;28
18_DGC_J2_Q1;1;18_DGC_J2;18;DGC;2;72;UNI;81;True;True;False;5,35;321;1;0;1;1;0;1;1;0;0;0;1;2;1;0;1;1;0;1;0;0;0;0;1;0;-1;0;20,0;22;7;13;6;3;6;3;4;7;3;4;8;4;1;9;10;4;4;2;2;0;4;6;0;28
21_DGC_J2_Q1;1;21_DGC_J2;21;DGC;2;72;UNI;81;True;True;False;6,4;384;6;2;2;0;0;0;0;2;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;7;20,0;22;7;13;6;3;6;3;4;7;3;4;8;4;1;9;10;4;4;2;2;0;4;6;0;28
23_DGC_J2_Q1;1;23_DGC_J2;23;DGC;2;72;UNI;81;True;False;False;4,65;279;2;1;2;1;1;2;1;0;0;0;0;0;0;1;2;3;0;0;0;1;0;1;0;0;7;4;20,0;22;7;13;6;3;6;3;4;7;3;4;8;4;1;9;10;4;4;2;2;0;4;6;0;28
24_DGC_J2_Q1;1;24_DGC_J2;24;DGC;2;72;UNI;81;True;False;False;3,6;216;4;1;2;1;0;0;0;1;2;1;1;2;1;0;0;0;1;0;0;0;0;0;1;0;6;4;20,0;22;7;13;6;3;6;3;4;7;3;4;8;4;1;9;10;4;4;2;2;0;4;6;0;28
DGC_DGC_J2_Q1;1;DGC_DGC_J2;DGC;DGC;2;72;UNI;81;True;False;False;50,0;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;2;20,0;22;7;13;6;3;6;3;4;7;3;4;8;4;1;9;10;4;4;2;2;0;4;6;0;28
1_DGC_J2_Q2;2;1_DGC_J2;1;DGC;2;72;UNI;81;True;False;False;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,0;19;7;14;7;4;5;1;3;9;6;2;2;0;0;8;8;6;2;1;0;0;4;5;2;26
2_DGC_J2_Q2;2;2_DGC_J2;2;DGC;2;72;UNI;81;True;True;False;4,45;267;2;1;2;1;1;1;0;0;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;-1;1;20,0;19;7;14;7;4;5;1;3;9;6;2;2;0;0;8;8;6;2;1;0;0;4;5;2;26
4_DGC_J2_Q2;2;4_DGC_J2;4;DGC;2;72;UNI;81;True;False;False;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,0;19;7;14;7;4;5;1;3;9;6;2;2;0;0;8;8;6;2;1;0;0;4;5;2;26
5_DGC_J2_Q2;2;5_DGC_J2;5;DGC;2;72;UNI;81;True;False;False;1,8166666666666667;109;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-4;-1;20,0;19;7;14;7;4;5;1;3;9;6;2;2;0;0;8;8;6;2;1;0;0;4;5;2;26
