ID_partido;#;EQUIPO;JORNADA;RESULTADO;RIVAL;RESULTADO_RIVAL;LOCAL;TITULAR;VICTORIA;MIN;SEG;PTS;TCA;TCI;TCF;T2A;T2I;T2F;T3A;T3I;T3F;TLA;TLI;TLF;RO;RD;RT;ASI;PER;REC;TAP;TAPR;FP;FPR;MAT;+/-;VAL;MIN_Eq;TCA_Eq;TCI_Eq;TCF_Eq;T2A_Eq;T2I_Eq;T2F_Eq;T3A_Eq;T3I_Eq;T3F_Eq;TLA_Eq;TLI_Eq;TLF_Eq;RO_Eq;RD_Eq;RT_Eq;ASI_Eq;PER_Eq;REC_Eq;TAP_Eq;TAPR_Eq;FP_Eq;FPR_Eq;MAT_Eq;VAL_Eq;POS_Eq;POS_Rival;PACE;ORtg;DRtg;NRtg;%TE_Eq;%TR_Eq;%ASI_Eq;%PER_Eq;%RO_Eq;%RD_Eq;%RT_Eq;RTL_Eq;RT3I_Eq;%USO;%TR;%TE;%ASI;%PER;%RO;%RD;%RT;%REC;%TAP;RTL;RT3I;PPT
0_UNI_J1;0;UNI;1;86;SBB;68;True;True;True;12,4;744;6;2;5;3;2;3;1;0;2;2;2;2;0;1;2;3;0;0;0;0;0;2;1;1;3;5;80,0;32;61;29;25;43;18;7;18;11;15;22;7;11;26;37;26;17;7;0;3;25;22;4;97;76,68;75,32;38,0;112,15440792905581;90,28146574614976;21,872942182906044;0,5819672131147541;0,608375778155065;81,25;22,170057381324984;33,333333333333336;76,47058823529412;55,223880597014926;0,36065573770491804;0,29508196721311475;49,47246201221667;0,5102040816326531;0,4;0,0;0,0;19,550342130987293;37,950664136622386;28,887818969667787;0,0;0,0;0,4;0,4;1,2
2_UNI_J1;2;UNI;1;86;SBB;68;True;True;True;20,483333333333334;1229;17;5;7;2;4;6;2;1;1;0;6;7;1;0;4;4;0;1;0;0;1;4;6;1;3;18;80,0;32;61;29;25;43;18;7;18;11;15;22;7;11;26;37;26;17;7;0;3;25;22;4;97;76,68;75,32;38,0;112,15440792905581;90,28146574614976;21,872942182906044;0,5819672131147541;0,608375778155065;81,25;22,170057381324984;33,333333333333336;76,47058823529412;55,223880597014926;0,36065573770491804;0,29508196721311475;56,434802650092756;0,8432539682539683;0,7857142857142857;0,0;9,025270758122744;0,0;45,94840377159814;23,31710042140801;0,0;0,0;1,0;0,14285714285714285;2,4285714285714284
4_UNI_J1;4;UNI;1;86;SBB;68;True;False;True;16,45;987;6;2;4;2;1;3;2;1;1;0;1;2;1;2;1;3;2;1;0;0;0;2;2;0;17;7;80,0;32;61;29;25;43;18;7;18;11;15;22;7;11;26;37;26;17;7;0;3;25;22;4;97;76,68;75,32;38,0;112,15440792905581;90,28146574614976;21,872942182906044;0,5819672131147541;0,608375778155065;81,25;22,170057381324984;33,333333333333336;76,47058823529412;55,223880597014926;0,36065573770491804;0,29508196721311475;37,29231179036393;0,6147540983606558;0,625;43,66812227074236;17,006802721088437;29,474072027263514;14,303593777936708;21,775620378351405;0,0;0,0;0,5;0,25;1,5
7_UNI_J1;7;UNI;1;86;SBB;68;True;False;True;13,6;816;4;1;2;1;1;1;0;0;1;1;2;3;1;0;1;1;0;0;1;0;0;1;3;0;-6;6;80,0;32;61;29;25;43;18;7;18;11;15;22;7;11;26;37;26;17;7;0;3;25;22;4;97;76,68;75,32;38,0;112,15440792905581;90,28146574614976;21,872942182906044;0,5819672131147541;0,608375778155065;81,25;22,170057381324984;33,333333333333336;76,47058823529412;55,223880597014926;0,36065573770491804;0,29508196721311475;25,46871643806193;0,6024096385542168;0,5;0,0;0,0;0,0;17,301038062283737;8,77963125548727;7,809815375964513;0,0;1,5;0,5;2,0
9_UNI_J1;9;UNI;1;86;SBB;68;True;False;True;17,633333333333333;1058;6;2;2;0;1;1;0;1;1;0;1;2;1;1;0;1;2;1;0;0;0;0;3;0;7;10;80,0;32;61;29;25;43;18;7;18;11;15;22;7;11;26;37;26;17;7;0;3;25;22;4;97;76,68;75,32;38,0;112,15440792905581;90,28146574614976;21,872942182906044;0,5819672131147541;0,608375778155065;81,25;22,170057381324984;33,333333333333336;76,47058823529412;55,223880597014926;0,36065573770491804;0,29508196721311475;22,95647440619351;1,0416666666666667;1,25;39,5778364116095;25,77319587628866;13,74806667812339;0,0;6,771435826538386;0,0;0,0;1,0;0,5;3,0
13_UNI_J1;13;UNI;1;86;SBB;68;True;False;True;13,45;807;2;1;6;5;1;4;3;0;2;2;0;0;0;0;1;1;2;2;1;0;1;2;0;0;-1;-4;80,0;32;61;29;25;43;18;7;18;11;15;22;7;11;26;37;26;17;7;0;3;25;22;4;97;76,68;75,32;38,0;112,15440792905581;90,28146574614976;21,872942182906044;0,5819672131147541;0,608375778155065;81,25;22,170057381324984;33,333333333333336;76,47058823529412;55,223880597014926;0,36065573770491804;0,29508196721311475;62,05482932013117;0,16666666666666666;0,16666666666666666;45,662100456621005;25,0;0,0;17,49398644216051;8,877545358708318;7,896913688707612;0,0;0,0;0,3333333333333333;0,3333333333333333
14_UNI_J1;14;UNI;1;86;SBB;68;True;True;True;20,183333333333334;1211;11;5;8;3;4;6;2;1;2;1;0;2;2;0;1;1;0;2;1;0;0;2;1;0;16;5;80,0;32;61;29;25;43;18;7;18;11;15;22;7;11;26;37;26;17;7;0;3;25;22;4;97;76,68;75,32;38,0;112,15440792905581;90,28146574614976;21,872942182906044;0,5819672131147541;0,608375778155065;81,25;22,170057381324984;33,333333333333336;76,47058823529412;55,223880597014926;0,36065573770491804;0,29508196721311475;56,23981525634217;0,6193693693693693;0,6875;0,0;18,38235294117647;0,0;11,657842327682518;5,915919987182174;5,2624354639034205;0,0;0,25;0,25;1,375
19_UNI_J1;19;UNI;1;86;SBB;68;True;False;True;12,783333333333333;767;9;4;5;1;4;5;1;0;0;0;1;2;1;3;3;6;1;2;0;0;0;3;2;1;11;11;80,0;32;61;29;25;43;18;7;18;11;15;22;7;11;26;37;26;17;7;0;3;25;22;4;97;76,68;75,32;38,0;112,15440792905581;90,28146574614976;21,872942182906044;0,5819672131147541;0,608375778155065;81,25;22,170057381324984;33,333333333333336;76,47058823529412;55,223880597014926;0,36065573770491804;0,29508196721311475;64,3116995468392;0,7653061224489796;0,8;89,82035928143713;25,380710659898476;56,89226028209079;55,21895850908812;56,04312206892526;0,0;0,0;0,4;0,0;1,8
27_UNI_J1;27;UNI;1;86;SBB;68;True;True;True;22,666666666666668;1360;9;4;8;4;3;5;2;1;3;2;0;0;0;0;3;3;6;4;1;0;1;3;1;0;15;8;80,0;32;61;29;25;43;18;7;18;11;15;22;7;11;26;37;26;17;7;0;3;25;22;4;97;76,68;75,32;38,0;112,15440792905581;90,28146574614976;21,872942182906044;0,5819672131147541;0,608375778155065;81,25;22,170057381324984;33,333333333333336;76,47058823529412;55,223880597014926;0,36065573770491804;0,29508196721311475;55,233360950013804;0,5625;0,5625;118,42105263157896;33,333333333333336;0,0;31,141868512110722;15,803336259877085;4,685889225578707;0,0;0,0;0,375;1,125
33_UNI_J1;33;UNI;1;86;SBB;68;True;False;True;14,816666666666666;889;2;1;4;3;1;2;1;0;2;2;0;0;0;2;5;7;4;1;1;0;0;0;0;0;4;10;80,0;32;61;29;25;43;18;7;18;11;15;22;7;11;26;37;26;17;7;0;3;25;22;4;97;76,68;75,32;38,0;112,15440792905581;90,28146574614976;21,872942182906044;0,5819672131147541;0,608375778155065;81,25;22,170057381324984;33,333333333333336;76,47058823529412;55,223880597014926;0,36065573770491804;0,29508196721311475;35,20686674729039;0,25;0,25;81,19079837618403;20,0;32,723182329481546;79,40183947594787;56,4108590903749;7,168514450829069;0,0;0,0;0,5;0,5
45_UNI_J1;45;UNI;1;86;SBB;68;True;False;True;19,516666666666666;1171;7;3;6;3;2;5;3;1;1;0;0;0;0;1;4;5;4;2;0;0;0;3;0;1;15;8;80,0;32;61;29;25;43;18;7;18;11;15;22;7;11;26;37;26;17;7;0;3;25;22;4;97;76,68;75,32;38,0;112,15440792905581;90,28146574614976;21,872942182906044;0,5819672131147541;0,608375778155065;81,25;22,170057381324984;33,333333333333336;76,47058823529412;55,223880597014926;0,36065573770491804;0,29508196721311475;42,76536913863865;0,5833333333333334;0,5833333333333334;83,21775312066575;25,0;12,421395854359135;48,2242427286884;30,59000471595906;0,0;0,0;0,0;0,16666666666666666;1,1666666666666667
55_UNI_J1;55;UNI;1;86;SBB;68;True;True;True;16,016666666666666;961;7;2;4;2;1;2;1;1;2;1;2;2;0;0;0;0;5;0;2;0;0;3;3;0;6;12;80,0;32;61;29;25;43;18;7;18;11;15;22;7;11;26;37;26;17;7;0;3;25;22;4;97;76,68;75,32;38,0;112,15440792905581;90,28146574614976;21,872942182906044;0,5819672131147541;0,608375778155065;81,25;22,170057381324984;33,333333333333336;76,47058823529412;55,223880597014926;0,36065573770491804;0,29508196721311475;31,787441029574367;0,7172131147540983;0,625;113,46444780635402;0,0;0,0;0,0;0,0;13,262870648880423;0,0;0,5;0,5;1,75
UNI_UNI_J1;UNI;UNI;1;86;SBB;68;True;False;True;200,0;12000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;1;0;0;0;0;0;0;0;1;80,0;32;61;29;25;43;18;7;18;11;15;22;7;11;26;37;26;17;7;0;3;25;22;4;97;76,68;75,32;38,0;112,15440792905581;90,28146574614976;21,872942182906044;0,5819672131147541;0,608375778155065;81,25;22,170057381324984;33,333333333333336;76,47058823529412;55,223880597014926;0,36065573770491804;0,29508196721311475;0,5216484089723525;0,0;0,0;0,0;100,0;1,2121212121212122;1,1764705882352942;1,1940298507462686;0,0;0,0;0,0;0,0;0,0
2_SBB_J1;2;SBB;1;68;UNI;86;False;True;False;21,366666666666667;1282;4;1;5;4;1;1;0;0;4;4;2;2;0;0;2;2;0;2;0;0;0;0;1;0;-21;1;80,0;22;56;34;16;33;17;6;23;17;18;28;10;8;22;30;13;15;9;3;0;22;25;4;67;75,32;76,68;38,0;90,28146574614976;112,15440792905581;-21,872942182906044;0,44642857142857145;0,4976580796252928;59,09090909090909;19,91502920870951;23,529411764705884;66,66666666666667;44,776119402985074;0,5;0,4107142857142857;39,171402225180884;0,3401360544217687;0,2;0,0;25,380710659898476;0,0;22,691816763579634;11,1765664656437;0,0;0,0;0,4;0,8;0,8
3_SBB_J1;3;SBB;1;68;UNI;86;False;True;False;21,916666666666668;1315;4;2;5;3;2;3;1;0;2;2;0;2;2;2;2;4;2;3;2;0;0;2;3;0;-6;5;80,0;22;56;34;16;33;17;6;23;17;18;28;10;8;22;30;13;15;9;3;0;22;25;4;67;75,32;76,68;38,0;90,28146574614976;112,15440792905581;-21,872942182906044;0,44642857142857145;0,4976580796252928;59,09090909090909;19,91502920870951;23,529411764705884;66,66666666666667;44,776119402985074;0,5;0,4107142857142857;43,03463650149728;0,3401360544217687;0,4;49,66373512674599;33,78378378378379;21,47170655334377;22,12236432768752;21,792179785483228;9,520579327252062;0,0;0,4;0,4;0,8
7_SBB_J1;7;SBB;1;68;UNI;86;False;False;False;17,883333333333333;1073;8;3;9;6;2;5;3;1;4;3;1;2;1;0;0;0;1;3;0;0;0;5;1;0;3;-5;80,0;22;56;34;16;33;17;6;23;17;18;28;10;8;22;30;13;15;9;3;0;22;25;4;67;75,32;76,68;38,0;90,28146574614976;112,15440792905581;-21,872942182906044;0,44642857142857145;0,4976580796252928;59,09090909090909;19,91502920870951;23,529411764705884;66,66666666666667;44,776119402985074;0,5;0,4107142857142857;76,49746913943814;0,4048582995951417;0,3888888888888889;52,13990875515968;23,291925465838506;0,0;0,0;0,0;0,0;0,0;0,2222222222222222;0,4444444444444444;0,8888888888888888
10_SBB_J1;10;SBB;1;68;UNI;86;False;False;False;17,1;1026;6;1;3;2;1;3;2;0;0;0;4;6;2;0;1;1;0;0;1;0;0;3;6;1;-13;7;80,0;22;56;34;16;33;17;6;23;17;18;28;10;8;22;30;13;15;9;3;0;22;25;4;67;75,32;76,68;38,0;90,28146574614976;112,15440792905581;-21,872942182906044;0,44642857142857145;0,4976580796252928;59,09090909090909;19,91502920870951;23,529411764705884;66,66666666666667;44,776119402985074;0,5;0,4107142857142857;35,0318174618703;0,5319148936170213;0,3333333333333333;0,0;0,0;0,0;14,176856282119438;6,98263070611853;6,101150982132778;0,0;2,0;0,0;2,0
11_SBB_J1;11;SBB;1;68;UNI;86;False;True;False;18,266666666666666;1096;14;4;10;6;2;4;2;2;6;4;4;4;0;0;1;1;2;2;3;1;0;1;5;0;-4;17;80,0;22;56;34;16;33;17;6;23;17;18;28;10;8;22;30;13;15;9;3;0;22;25;4;67;75,32;76,68;38,0;90,28146574614976;112,15440792905581;-21,872942182906044;0,44642857142857145;0,4976580796252928;59,09090909090909;19,91502920870951;23,529411764705884;66,66666666666667;44,776119402985074;0,5;0,4107142857142857;80,00899325893221;0,5952380952380952;0,5;195,43973941368077;14,534883720930234;0,0;13,271400132714003;6,5366597668591355;17,134436791062676;17,51824817518248;0,4;0,6;1,4
12_SBB_J1;12;SBB;1;68;UNI;86;False;False;False;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80,0;22;56;34;16;33;17;6;23;17;18;28;10;8;22;30;13;15;9;3;0;22;25;4;67;75,32;76,68;38,0;90,28146574614976;112,15440792905581;-21,872942182906044;0,44642857142857145;0,4976580796252928;59,09090909090909;19,91502920870951;23,529411764705884;66,66666666666667;44,776119402985074;0,5;0,4107142857142857;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
18_SBB_J1;18;SBB;1;68;UNI;86;False;True;False;21,366666666666667;1282;13;5;7;2;2;3;1;3;4;1;0;0;0;0;1;1;1;1;0;0;0;2;1;0;-4;11;80,0;22;56;34;16;33;17;6;23;17;18;28;10;8;22;30;13;15;9;3;0;22;25;4;67;75,32;76,68;38,0;90,28146574614976;112,15440792905581;-21,872942182906044;0,44642857142857145;0,4976580796252928;59,09090909090909;19,91502920870951;23,529411764705884;66,66666666666667;44,776119402985074;0,5;0,4107142857142857;39,76792104079278;0,9285714285714286;0,9285714285714286;114,17697431018077;12,5;0,0;11,345908381789817;5,58828323282185;0,0;0,0;0,0;0,5714285714285714;1,8571428571428572
19_SBB_J1;19;SBB;1;68;UNI;86;False;False;False;20,433333333333334;1226;5;1;7;6;1;5;4;0;2;2;3;4;1;1;2;3;2;2;2;0;0;2;2;0;-14;3;80,0;22;56;34;16;33;17;6;23;17;18;28;10;8;22;30;13;15;9;3;0;22;25;4;67;75,32;76,68;38,0;90,28146574614976;112,15440792905581;-21,872942182906044;0,44642857142857145;0,4976580796252928;59,09090909090909;19,91502920870951;23,529411764705884;66,66666666666667;44,776119402985074;0,5;0,4107142857142857;55,9310184106269;0,2853881278538813;0,14285714285714285;43,29785314811474;18,58736059479554;11,515209672776125;23,728310840872016;17,530617710793504;10,211714368137407;0,0;0,5714285714285714;0,2857142857142857;0,7142857142857143
20_SBB_J1;20;SBB;1;68;UNI;86;False;False;False;12,95;777;2;0;1;1;0;1;1;0;0;0;2;4;2;0;2;2;1;0;0;0;0;2;2;0;-13;2;80,0;22;56;34;16;33;17;6;23;17;18;28;10;8;22;30;13;15;9;3;0;22;25;4;67;75,32;76,68;38,0;90,28146574614976;112,15440792905581;-21,872942182906044;0,44642857142857145;0,4976580796252928;59,09090909090909;19,91502920870951;23,529411764705884;66,66666666666667;44,776119402985074;0,5;0,4107142857142857;22,637006173915363;0,3623188405797102;0,0;28,080028080028082;0,0;0,0;37,44003744003744;18,44061545554083;0,0;0,0;4,0;0,0;2,0
22_SBB_J1;22;SBB;1;68;UNI;86;False;False;False;5,433333333333334;326;0;0;2;2;0;1;1;0;1;1;0;0;0;1;1;2;0;0;0;0;0;0;0;0;-5;0;80,0;22;56;34;16;33;17;6;23;17;18;28;10;8;22;30;13;15;9;3;0;22;25;4;67;75,32;76,68;38,0;90,28146574614976;112,15440792905581;-21,872942182906044;0,44642857142857145;0,4976580796252928;59,09090909090909;19,91502920870951;23,529411764705884;66,66666666666667;44,776119402985074;0,5;0,4107142857142857;39,096989857589215;0,0;0,0;0,0;0,0;43,30566582461205;44,617958728388174;43,95201904587492;0,0;0,0;0,0;0,5;0,0
32_SBB_J1;32;SBB;1;68;UNI;86;False;True;False;23,683333333333334;1421;10;4;4;0;4;4;0;0;0;0;2;4;2;3;4;7;3;1;0;2;0;2;2;3;-4;19;80,0;22;56;34;16;33;17;6;23;17;18;28;10;8;22;30;13;15;9;3;0;22;25;4;67;75,32;76,68;38,0;90,28146574614976;112,15440792905581;-21,872942182906044;0,44642857142857145;0,4976580796252928;59,09090909090909;19,91502920870951;23,529411764705884;66,66666666666667;44,776119402985074;0,5;0,4107142857142857;30,316812937565377;0,8680555555555556;1,0;119,38318686784946;14,792899408284024;29,805025458459244;40,94427739747937;35,29152268215572;0,0;27,023223082336383;1,0;0,0;2,5
73_SBB_J1;73;SBB;1;68;UNI;86;False;False;False;19,6;1176;2;1;3;2;1;3;2;0;0;0;0;0;0;1;4;5;1;1;0;0;0;3;2;0;-9;4;80,0;22;56;34;16;33;17;6;23;17;18;28;10;8;22;30;13;15;9;3;0;22;25;4;67;75,32;76,68;38,0;90,28146574614976;112,15440792905581;-21,872942182906044;0,44642857142857145;0,4976580796252928;59,09090909090909;19,91502920870951;23,529411764705884;66,66666666666667;44,776119402985074;0,5;0,4107142857142857;21,676222267983135;0,3333333333333333;0,3333333333333333;22,77904328018223;25,0;12,004801920768307;49,4743351886209;30,45994517209869;0,0;0,0;0,0;0,0;0,6666666666666666
SBB_SBB_J1;SBB;SBB;1;68;UNI;86;False;False;False;200,0;12000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;1;0;0;0;0;0;0;3;80,0;22;56;34;16;33;17;6;23;17;18;28;10;8;22;30;13;15;9;3;0;22;25;4;67;75,32;76,68;38,0;90,28146574614976;112,15440792905581;-21,872942182906044;0,44642857142857145;0,4976580796252928;59,09090909090909;19,91502920870951;23,529411764705884;66,66666666666667;44,776119402985074;0,5;0,4107142857142857;0,0;0,0;0,0;0,0;0,0;0,0;2,4242424242424243;1,1940298507462686;0,5216484089723525;0,0;0,0;0,0;0,0
00_BUR_J1;00;BUR;1;97;GIR;79;True;True;True;16,933333333333334;1016;9;3;5;2;3;4;1;0;1;1;3;4;1;1;2;3;1;2;0;0;0;2;2;0;15;8;80,0;31;71;40;23;38;15;8;33;25;27;34;7;13;32;45;15;15;15;3;1;26;27;2;113;87,96000000000001;90,52;44,620000000000005;110,27739881764437;87,27353071144499;23,003868106199377;0,49295774647887325;0,5642159143787808;48,38709677419355;17,053206002728512;33,333333333333336;80,0;56,962025316455694;0,4788732394366197;0,4647887323943662;47,0507353020163;0,6656804733727811;0,6;28,076743097800655;22,831050228310502;12,113870381586917;23,622047244094485;17,940795375261636;0,0;0,0;0,8;0,2;1,8
3_BUR_J1;3;BUR;1;97;GIR;79;True;False;True;4,35;261;2;1;2;1;1;2;1;0;0;0;0;0;0;0;1;1;1;0;1;0;0;2;0;0;4;2;80,0;31;71;40;23;38;15;8;33;25;27;34;7;13;32;45;15;15;15;3;1;26;27;2;113;87,96000000000001;90,52;44,620000000000005;110,27739881764437;87,27353071144499;23,003868106199377;0,49295774647887325;0,5642159143787808;48,38709677419355;17,053206002728512;33,333333333333336;80,0;56,962025316455694;0,4788732394366197;0,4647887323943662;41,81629058140325;0,5;0,5;145,85232452142213;0,0;0,0;45,97701149425287;23,27949949076095;20,31684113753994;0,0;0,0;0,0;1,0
6_BUR_J1;6;BUR;1;97;GIR;79;True;True;True;27,333333333333332;1640;13;4;6;2;1;1;0;3;5;2;2;3;1;0;6;6;5;3;3;0;0;5;5;0;13;21;80,0;31;71;40;23;38;15;8;33;25;27;34;7;13;32;45;15;15;15;3;1;26;27;2;113;87,96000000000001;90,52;44,620000000000005;110,27739881764437;87,27353071144499;23,003868106199377;0,49295774647887325;0,5642159143787808;48,38709677419355;17,053206002728512;33,333333333333336;80,0;56,962025316455694;0,4788732394366197;0,4647887323943662;34,33933384354307;0,8879781420765027;0,9166666666666666;75,85335018963337;29,069767441860463;0,0;43,90243902439025;22,229083050324178;9,70005281139864;0,0;0,5;0,8333333333333334;2,1666666666666665
8_BUR_J1;8;BUR;1;97;GIR;79;True;False;True;10,566666666666666;634;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;4;0;0;3;-2;80,0;31;71;40;23;38;15;8;33;25;27;34;7;13;32;45;15;15;15;3;1;26;27;2;113;87,96000000000001;90,52;44,620000000000005;110,27739881764437;87,27353071144499;23,003868106199377;0,49295774647887325;0,5642159143787808;48,38709677419355;17,053206002728512;33,333333333333336;80,0;56,962025316455694;0,4788732394366197;0,4647887323943662;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16,72774617317957;0,0;0,0;0,0;0,0
10_BUR_J1;10;BUR;1;97;GIR;79;True;False;True;19,3;1158;13;6;12;6;6;8;2;0;4;4;1;2;1;2;4;6;0;1;1;0;0;0;1;1;14;13;80,0;31;71;40;23;38;15;8;33;25;27;34;7;13;32;45;15;15;15;3;1;26;27;2;113;87,96000000000001;90,52;44,620000000000005;110,27739881764437;87,27353071144499;23,003868106199377;0,49295774647887325;0,5642159143787808;48,38709677419355;17,053206002728512;33,333333333333336;80,0;56,962025316455694;0,4788732394366197;0,4647887323943662;65,40891172860015;0,5046583850931676;0,5;0,0;7,204610951008645;21,25680882157566;41,45077720207254;31,48160293828294;4,579184401466255;0,0;0,16666666666666666;0,3333333333333333;1,0833333333333333
11_BUR_J1;11;BUR;1;97;GIR;79;True;False;True;24,25;1455;7;2;8;6;1;1;0;1;7;6;2;2;0;2;5;7;2;2;1;0;0;0;1;0;3;10;80,0;31;71;40;23;38;15;8;33;25;27;34;7;13;32;45;15;15;15;3;1;26;27;2;113;87,96000000000001;90,52;44,620000000000005;110,27739881764437;87,27353071144499;23,003868106199377;0,49295774647887325;0,5642159143787808;48,38709677419355;17,053206002728512;33,333333333333336;80,0;56,962025316455694;0,4788732394366197;0,4647887323943662;40,80580207498254;0,3941441441441441;0,3125;27,03844528939586;18,38235294117647;16,917790113666403;41,23711340206186;29,231371525512202;3,644464286527782;0,0;0,25;0,875;0,875
17_BUR_J1;17;BUR;1;97;GIR;79;True;False;True;2,4833333333333334;149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;3;0;80,0;31;71;40;23;38;15;8;33;25;27;34;7;13;32;45;15;15;15;3;1;26;27;2;113;87,96000000000001;90,52;44,620000000000005;110,27739881764437;87,27353071144499;23,003868106199377;0,49295774647887325;0,5642159143787808;48,38709677419355;17,053206002728512;33,333333333333336;80,0;56,962025316455694;0,4788732394366197;0,4647887323943662;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;35,58856065032163;0,0;0,0;0,0;0,0
19_BUR_J1;19;BUR;1;97;GIR;79;True;False;True;9,133333333333333;548;7;1;5;4;1;2;1;0;3;3;5;6;1;2;0;2;0;1;1;0;0;0;4;0;5;8;80,0;31;71;40;23;38;15;8;33;25;27;34;7;13;32;45;15;15;15;3;1;26;27;2;113;87,96000000000001;90,52;44,620000000000005;110,27739881764437;87,27353071144499;23,003868106199377;0,49295774647887325;0,5642159143787808;48,38709677419355;17,053206002728512;33,333333333333336;80,0;56,962025316455694;0,4788732394366197;0,4647887323943662;86,0377809422332;0,45811518324607325;0,2;0,0;11,574074074074073;44,918585064570465;0,0;22,17499769010441;9,676451709667745;0,0;1,2;0,6;1,4
22_BUR_J1;22;BUR;1;97;GIR;79;True;False;True;10,85;651;2;1;4;3;1;4;3;0;0;0;0;0;0;1;1;2;0;1;1;1;0;4;1;0;10;-1;80,0;31;71;40;23;38;15;8;33;25;27;34;7;13;32;45;15;15;15;3;1;26;27;2;113;87,96000000000001;90,52;44,620000000000005;110,27739881764437;87,27353071144499;23,003868106199377;0,49295774647887325;0,5642159143787808;48,38709677419355;17,053206002728512;33,333333333333336;80,0;56,962025316455694;0,4788732394366197;0,4647887323943662;41,912641481360396;0,25;0,25;0,0;20,0;18,90582535743826;18,433179723502302;18,6665111124074;8,14546165422108;122,8878648233487;0,0;0,0;0,5
23_BUR_J1;23;BUR;1;97;GIR;79;True;True;True;24,25;1455;18;5;14;9;5;8;3;0;6;6;8;9;1;0;3;3;2;2;2;0;0;3;6;1;10;16;80,0;31;71;40;23;38;15;8;33;25;27;34;7;13;32;45;15;15;15;3;1;26;27;2;113;87,96000000000001;90,52;44,620000000000005;110,27739881764437;87,27353071144499;23,003868106199377;0,49295774647887325;0,5642159143787808;48,38709677419355;17,053206002728512;33,333333333333336;80,0;56,962025316455694;0,4788732394366197;0,4647887323943662;74,860644247854;0,5011135857461024;0,35714285714285715;45,48685145700072;10,02004008016032;0,0;24,742268041237114;12,527730653790943;7,288928573055564;0,0;0,6428571428571429;0,42857142857142855;1,2857142857142858
40_BUR_J1;40;BUR;1;97;GIR;79;True;True;True;24,25;1455;9;3;4;1;3;4;1;0;0;0;3;5;2;2;4;6;1;3;1;2;1;1;3;0;2;14;80,0;31;71;40;23;38;15;8;33;25;27;34;7;13;32;45;15;15;15;3;1;26;27;2;113;87,96000000000001;90,52;44,620000000000005;110,27739881764437;87,27353071144499;23,003868106199377;0,49295774647887325;0,5642159143787808;48,38709677419355;17,053206002728512;33,333333333333336;80,0;56,962025316455694;0,4788732394366197;0,4647887323943662;34,50490616634552;0,7258064516129032;0,75;15,632633121641428;32,608695652173914;16,917790113666403;32,98969072164948;25,055461307581886;3,644464286527782;109,96563573883161;1,25;0,0;2,25
56_BUR_J1;56;BUR;1;97;GIR;79;True;True;True;26,3;1578;17;5;11;6;1;4;3;4;7;3;3;3;0;2;3;5;3;0;1;0;0;4;4;0;8;20;80,0;31;71;40;23;38;15;8;33;25;27;34;7;13;32;45;15;15;15;3;1;26;27;2;113;87,96000000000001;90,52;44,620000000000005;110,27739881764437;87,27353071144499;23,003868106199377;0,49295774647887325;0,5642159143787808;48,38709677419355;17,053206002728512;33,333333333333336;80,0;56,962025316455694;0,4788732394366197;0,4647887323943662;42,60491720225404;0,689935064935065;0,6363636363636364;57,78954972309174;0,0;15,599103051574534;22,813688212927758;19,252057563652112;3,3603900740797994;0,0;0,2727272727272727;0,6363636363636364;1,5454545454545454
BUR_BUR_J1;BUR;BUR;1;97;GIR;79;True;False;True;200,0;12000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;4;0;0;0;0;0;0;0;0;0;4;80,0;31;71;40;23;38;15;8;33;25;27;34;7;13;32;45;15;15;15;3;1;26;27;2;113;87,96000000000001;90,52;44,620000000000005;110,27739881764437;87,27353071144499;23,003868106199377;0,49295774647887325;0,5642159143787808;48,38709677419355;17,053206002728512;33,333333333333336;80,0;56,962025316455694;0,4788732394366197;0,4647887323943662;0,0;0,0;0,0;0,0;0,0;1,0256410256410255;3,0;2,0253164556962027;0,0;0,0;0,0;0,0;0,0
4_GIR_J1;4;GIR;1;79;BUR;97;False;False;False;26,35;1581;26;9;14;5;8;10;2;1;4;3;7;8;1;0;2;2;3;4;0;0;1;3;6;0;2;23;80,0;25;66;41;20;36;16;5;30;25;24;33;9;8;26;34;23;18;10;1;3;28;25;0;73;90,52;87,96000000000001;44,620000000000005;87,27353071144499;110,27739881764437;-23,003868106199377;0,4166666666666667;0,49056135121708894;92,0;19,88510826336721;20,0;66,66666666666667;43,037974683544306;0,5;0,45454545454545453;72,17837315246256;0,7420091324200914;0,6785714285714286;-391,83673469387753;18,58736059479554;0,0;15,56950323553739;7,6862104580501045;0,0;0,0;0,5714285714285714;0,2857142857142857;1,8571428571428572
